# BLASTN 2.12.0+
# Query: sp|
# Database: ATLINEIII_copies.txt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 24 hits found
sp|	AT2TE01000	99.908	5408	5	0	1	5408	1	5408	0.0	9960
sp|	AT5TE57635	98.361	3416	53	3	1995	5408	13	3427	0.0	5995
sp|	AT5TE85550	97.744	133	3	0	5276	5408	51	183	5.74e-61	230
sp|	AT4TE19300	77.950	322	64	7	466	784	99	416	2.09e-50	195
sp|	AT5TE16390	98.214	56	1	0	1	56	1	56	1.69e-21	99.0
sp|	AT4TE40220	98.214	56	1	0	1	56	1	56	1.69e-21	99.0
sp|	AT1TE17830	98.214	56	1	0	1	56	1	56	1.69e-21	99.0
sp|	AT1TE01010	98.214	56	1	0	1	56	1	56	1.69e-21	99.0
sp|	AT5TE01820	98.182	55	1	0	2	56	1	55	6.07e-21	97.1
sp|	AT2TE84940	98.182	55	1	0	2	56	1	55	6.07e-21	97.1
sp|	AT4TE31595	98.148	54	1	0	3	56	1	54	2.18e-20	95.3
sp|	AT3TE23670	98.148	54	1	0	3	56	1	54	2.18e-20	95.3
sp|	AT3TE84650	98.148	54	1	0	3	56	1	54	2.18e-20	95.3
sp|	AT3TE91560	98.148	54	1	0	3	56	1	54	2.18e-20	95.3
sp|	AT1TE22675	98.148	54	1	0	3	56	1	54	2.18e-20	95.3
sp|	AT1TE01970	98.148	54	1	0	3	56	1	54	2.18e-20	95.3
sp|	AT4TE55340	96.429	56	2	0	1	56	1	56	7.86e-20	93.5
sp|	AT4TE00165	98.113	53	1	0	4	56	1	53	7.86e-20	93.5
sp|	AT1TE67700	89.333	75	6	2	5336	5408	660	734	7.86e-20	93.5
sp|	AT3TE49785	98.077	52	1	0	5	56	1	52	2.83e-19	91.6
sp|	AT1TE58895	98.077	52	1	0	5	56	1	52	2.83e-19	91.6
sp|	AT4TE60900	96.296	54	2	0	3	56	1	54	1.02e-18	89.8
sp|	AT2TE02530	88.000	75	6	3	5336	5408	1327	1400	1.31e-17	86.1
sp|	AT4TE55450	97.561	41	1	0	10	50	3	43	3.68e-13	71.3
# BLAST processed 1 queries
